"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치년도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자
4-095,01,경상남도,진주시,48170,경상남도 진주시 말티고개로102번길 8,,35.196739,128.112466,대영아파트 입구 소진정 정육신당 앞,상대안전센터,Y,Y,2009,1,3,100,진주소방서,055-760-9296,2019-04-30
1-121,01,경상남도,진주시,48170,경상남도 진주시 진주대로1134번길 6,,35.196672,128.078973,아이스크림호텔 옆,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
4-077,01,경상남도,진주시,48170,경상남도 진주시 말티고개로 125,,35.196402,128.1152835,르노삼성자동차 동진주 대리점 앞,상대안전센터,N,Y,1979,1,3,100,진주소방서,055-760-9296,2019-04-30
1-099,02,경상남도,진주시,48170,경상남도 진주시 진주대로1164번길 11,,35.196352,128.075714,대흥용접 앞(서부단위농협 봉곡지점 뒤),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-082,02,경상남도,진주시,48170,경상남도 진주시 옥봉길 29,,35.1962625,128.090325,씨앗고개 정상 노벨문화사 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-109,01,경상남도,진주시,48170,경상남도 진주시 진주대로1208번길 25,,35.196261,128.069384,로얄맨션 앞(한주아파트 3동 건너편),중앙안전센터,N,Y,1995,1,3,150,진주소방서,055-760-9296,2019-04-30
1-103,02,경상남도,진주시,48170,경상남도 진주시 옥봉길12번길 3,,35.196249,128.088673,전 미용실 앞,중앙안전센터,N,Y,2003,1,3,150,진주소방서,055-760-9296,2019-04-30
1-048,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1125,,35.1961951,128.079754,독도는 우리땅 앞(전화국사거리),중앙안전센터,Y,Y,2016,1,3,150,진주소방서,055-760-9296,2019-04-30
9,04,경상남도,진주시,48170,경상남도 진주시 장대로 52,,35.196095,128.087455,동일쌀상회 옆(신수정주차장 맞은편),중앙안전센터,N,Y,1978,1,3,150,진주소방서,055-760-9296,2019-04-30
1-094,02,경상남도,진주시,48170,경상남도 진주시 진주대로 1164번길 5,,35.1959778,128.075709,할매집소머리곰탕 앞(국일탕 옆),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
2-087,02,경상남도,진주시,48170,경상남도 진주시 촉석로177번길 10,,35.195849,128.081326,힐튼장 맞은편(한솔원룸 앞),중앙안전센터,N,Y,2011,1,3,150,진주소방서,055-760-9296,2019-04-30
1-046,02,경상남도,진주시,48170,경상남도 진주시 진주대로 1143,,35.195839,128.0778905,CU편의점 옆(진주약국 옆),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
2-124,01,경상남도,진주시,48170,경상남도 진주시 덕천로 268번길 16,,35.19693573,127.8989551,조계마을회관 옆,평거안전센터,N,Y,2012,1,3,100,진주소방서,055-760-9296,2019-04-30
1-017,01,경상남도,진주시,48170,경상남도 진주시 촉석로 185번길 5,,35.195679,128.082047,한침구한의원 사거리 GS25 편의점 앞,중앙안전센터,Y,Y,2008,1,3,150,진주소방서,055-760-9296,2019-04-30
1-124,01,경상남도,진주시,48170,경상남도 진주시 북장대로 60번길 11,,35.1955909,128.0745291,중앙119안전센터 좌측 앞,중앙안전센터,Y,Y,2014,1,3,150,진주소방서,055-760-9296,2019-04-30
1-014,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1077,,35.195591,128.083171,고려보석 앞,중앙안전센터,Y,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
12,04,경상남도,진주시,48170,경상남도 진주시 진주성로61번길 17-1,,35.195552,128.078403,스카이모텔앞 도로 중앙,중앙안전센터,N,Y,1976,1,3,150,진주소방서,055-760-9296,2019-04-30
1-042,01,경상남도,진주시,48170,경상남도 진주시 북장대로 60,,35.1954752,128.073459,건영빌 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-038,02,경상남도,진주시,48170,경상남도 진주시 북장대로63번길 7,,35.1953821,128.072551,대성빌 차고 입구,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-080,02,경상남도,진주시,48170,경상남도 진주시 진양호로589번길 14-1,,35.195342,128.089778,부산카서비스(넥센) 옆,중앙안전센터,N,Y,2018,1,3,150,진주소방서,055-760-9296,2019-04-30
2,04,경상남도,진주시,48170,경상남도 진주시 진주대로 1070번길 16-4,,35.1952737,128.0853313,중앙시장3구 유공상회 앞,중앙안전센터,N,Y,1950,1,3,150,진주소방서,055-760-9296,2019-04-30
1-039,02,경상남도,진주시,48170,경상남도 진주시 창렬로 76,,35.195258,128.069336,동경철물전기 앞(동국3급정비 옆),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-085,01,경상남도,진주시,48170,경상남도 진주시 향교로 121,,35.195246,128.092747,수정이용원 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-018,01,경상남도,진주시,48170,경상남도 진주시 비봉로 49,,35.195105,128.080229,미니스탑 진주봉곡점 사거리,중앙안전센터,Y,Y,2013,1,3,150,진주소방서,055-760-9296,2019-04-30
6,04,경상남도,진주시,48170,경상남도 진주시 진주대로 1070번길 6,,35.1949599,128.084107,뱅뱅대리점 앞(진주중앙 새마을금고 중앙지점 사거리),중앙안전센터,N,Y,1966,1,3,150,진주소방서,055-760-9296,2019-04-30
5-041,01,경상남도,진주시,48170,경상남도 진주시 하대로 19,,35.1946006,128.1154304,도심속 회해산물도매센터 옆 전봇대 인근,상대안전센터,N,Y,2017,1,3,100,진주소방서,055-760-9296,2019-04-30
2-001,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1322,,35.1950224,128.059207,세븐일레븐 이현웰가점 앞,평거안전센터,N,Y,2015,1,3,100,진주소방서,055-760-9296,2019-04-30
2-082,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1278,,35.194611,128.0632893,유곡한보아파트 도로변 인도,평거안전센터,N,Y,2009,1,3,100,진주소방서,055-760-9296,2019-04-30
1-043,02,경상남도,진주시,48170,경상남도 진주시 진주대로 1191,,35.194582,128.073135,한일교통(경남택시조합) 북쪽 횡단보도 앞(봉안동사거리),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-044,01,경상남도,진주시,48170,경상남도 진주시 북장대로 50,,35.194545,128.074033,하나님의 교회 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-098,02,경상남도,진주시,48170,경상남도 진주시 촉석로186번길 8,,35.1944968,128.082461,김정중이비인후과 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-127,01,경상남도,진주시,48170,경상남도 진주시 창렬로69번길 10,,35.194468,128.068338,푸른솔중고등학교 앞 화단,중앙안전센터,Y,Y,2014,1,3,150,진주소방서,055-760-9296,2019-04-30
1-049,02,경상남도,진주시,48170,경상남도 진주시 촉석로149번길 5,,35.194443,128.078422,친구야노래방 앞 도로 중앙,중앙안전센터,N,Y,2012,1,3,150,진주소방서,055-760-9296,2019-04-30
1-045,01,경상남도,진주시,48170,경상남도 진주시 진양호로547번길 15,,35.1943819,128.084357,팜스프링 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-091,01,경상남도,진주시,48170,경상남도 진주시 진양호로 575,,35.194365,128.088356,강아지나라(구.부산교통사거리) 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
2-112,01,경상남도,진주시,48170,경상남도 진주시 곤수로 899,,35.1942221,127.9377851,수곡119구급지원센터 앞,평거안전센터,N,Y,2012,1,3,100,진주소방서,055-760-9296,2019-04-30
2-119,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1302,,35.194319,128.061402,타이어테크 앞,평거안전센터,N,Y,2013,1,3,100,진주소방서,055-760-9296,2019-04-30
1-100,01,경상남도,진주시,48170,경상남도 진주시 진주성로 51-1,,35.194279,128.076953,파리바게트 진주봉곡점 앞,중앙안전센터,N,Y,2001,1,3,150,진주소방서,055-760-9296,2019-04-30
1-071,01,경상남도,진주시,48170,경상남도 진주시 진양호로 567-1,,35.1941851,128.087365,토탈헤어샵 앞,중앙안전센터,N,Y,2015,1,3,150,진주소방서,055-760-9296,2019-04-30
1-040,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1214,,35.19419055,128.0702928,국제로타리 동북편 인도상,중앙안전센터,Y,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-016,01,경상남도,진주시,48170,경상남도 진주시 비봉로34번길 11,,35.1940743,128.082089,정승화비뇨기과 앞(중앙병원 후문),중앙안전센터,Y,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-092,01,경상남도,진주시,48170,경상남도 진주시 장대로 30,,35.194082,128.088505,성진종합목재 앞(우성물푸레사우나 옆),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
5-068,01,경상남도,진주시,48170,경상남도 진주시 대신로 371,,35.19374242,128.1163309,혼다모터사이클 진주점 앞,상대안전센터,N,Y,2017,1,3,100,진주소방서,055-760-9296,2019-04-30
1,04,경상남도,진주시,48170,경상남도 진주시 진양호로555번길 5-2,,35.194011,128.085823,중앙시장1구 대원침구앞,중앙안전센터,N,Y,1995,1,3,150,진주소방서,055-760-9296,2019-04-30
1-088,01,경상남도,진주시,48170,경상남도 진주시 북장대로 36,,35.1933311,128.074325,서린주니어 스쿨 앞(봉곡초등학교 정문),중앙안전센터,N,Y,2013,1,3,150,진주소방서,055-760-9296,2019-04-30
1-070,01,경상남도,진주시,48170,경상남도 진주시 진양호로 570,,35.1939333,128.0877622,덕성빌딩(경남취업지원센터 건물) 앞,중앙안전센터,N,Y,2008,1,3,150,진주소방서,055-760-9296,2019-04-30
2-086,01,경상남도,진주시,48170,경상남도 진주시 촉석로 127,,35.193854,128.076284,서부시장 팔도해장국 앞(서부시장 번영회 사무실 옆),중앙안전센터,N,Y,1994,1,3,150,진주소방서,055-760-9296,2019-04-30
1-013,02,경상남도,진주시,48170,경상남도 진주시 진주대로 1057,,35.193851,128.083671,몰에이지 남편 도로,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
14,04,경상남도,진주시,48170,경상남도 진주시 촉석로 129,,35.19361579,128.0765656,서부시장 대한함석공사 앞(서부시장 번영회 사무실 입구),중앙안전센터,N,Y,1950,1,3,150,진주소방서,055-760-9296,2019-04-30
1-050,01,경상남도,진주시,48170,경상남도 진주시 진주성로 47,,35.1937927,128.077081,봉곡새마을금고 건너편 횡단보도 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
7,04,경상남도,진주시,48170,경상남도 진주시 비봉로33번길 2,,35.193785,128.080631,비봉지구대 앞 도로,중앙안전센터,N,Y,1950,1,3,150,진주소방서,055-760-9296,2019-04-30
4-089,01,경상남도,진주시,48170,경상남도 진주시 하대로69번길,,35.193754,128.119294,중앙고 정문 동편 80M 지점,상대안전센터,N,Y,1985,1,3,100,진주소방서,055-760-9296,2019-04-30
4-098,02,경상남도,진주시,48170,경상남도 진주시 하대로 81번길 3,,35.1934473,128.1204285,옥돌탕 주차장 옆,상대안전센터,N,Y,1988,1,3,100,진주소방서,055-760-9296,2019-04-30
4-100,02,경상남도,진주시,48170,경상남도 진주시 하대로 115,,35.19343077,128.1242978,셀렉트 커피 옆,상대안전센터,N,Y,1989,1,3,100,진주소방서,055-760-9296,2019-04-30
"반성35호",01,경상남도,진주시,48170,경상남도 진주시 이반성면 장안로 65번길 71,,35.1934187,128.346842,장안마을회관,문산안전센터,N,Y,2013,1,3,100,진주소방서,055-760-9296,2019-04-30
4-099,02,경상남도,진주시,48170,경상남도 진주시 하대로 89,,35.1933606,128.1215046,삼전프라자 북편,상대안전센터,N,Y,1989,1,3,100,진주소방서,055-760-9296,2019-04-30
1-119,01,경상남도,진주시,48170,경상남도 진주시 진주대로 1236,,35.193636,128.068173,효성한우숯불갈비 앞(진주모텔 건너편 시내버스정류장 옆),중앙안전센터,Y,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-015,02,경상남도,진주시,48170,경상남도 진주시 비봉로24번길15,,35.1935988,128.082781,진주우체국 앞 사거리,중앙안전센터,N,Y,2013,1,3,150,진주소방서,055-760-9296,2019-04-30
3,04,경상남도,진주시,48170,경상남도 진주시 진양호로 547-2,,35.1934943,128.085271,중앙시장1구 입구 신흥만물철물 앞,중앙안전센터,N,Y,1966,1,3,150,진주소방서,055-760-9296,2019-04-30
1-025,01,경상남도,진주시,48170,경상남도 진주시 진주성로 45,,35.1934582,128.077175,강동한의원 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-101,01,경상남도,진주시,48170,경상남도 진주시 진주성로 45,,35.193484,128.077186,박형수한의원 옆,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-072,01,경상남도,진주시,48170,경상남도 진주시 진양호로 556-1,,35.193468,128.086349,수협은행 진주지점 앞,중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-019,01,경상남도,진주시,48170,경상남도 진주시 촉석로150번길 11,,35.1932758,128.0791183,진주교육지원청 북서편 모서리(진주중앙교회 옆),중앙안전센터,N,Y,2014,1,3,150,진주소방서,055-760-9296,2019-04-30
"공설22호",01,경상남도,진주시,48170,경상남도 진주시 도동로 256,,35.192994,128.1220728,삼전프라자(탑마트) 동편 옛날시골통닭 앞,상대안전센터,N,Y,1997,1,3,100,진주소방서,055-760-9296,2019-04-30
2-128,01,경상남도,진주시,48170,경상남도 진주시 옥수로 577번길 2,,35.193301,127.926353,직금마을정류소 옆,평거안전센터,N,Y,2012,1,3,100,진주소방서,055-760-9296,2019-04-30
1-069,01,경상남도,진주시,48170,경상남도 진주시 장대로 20,,35.193281,128.088816,삼화농약사 앞(장대어린이 놀이터 건너),중앙안전센터,N,Y,1997,1,3,150,진주소방서,055-760-9296,2019-04-30
1-122,02,경상남도,진주시,48170,경상남도 진주시 북장대로41번길 21,,35.193255,128.071871,부안모텔(구. 천궁탕) 정문 건너편,중앙안전센터,N,Y,1998,1,3,150,진주소방서,055-760-9296,2019-04-30
1-051,01,경상남도,진주시,48170,경상남도 진주시 촉석로 126,,35.193247,128.076162,가보자노래방 앞,중앙안전센터,N,Y,2006,1,3,150,진주소방서,055-760-9296,2019-04-30
2-007,01,경상남도,진주시,48170,경상남도 진주시 평거로 293,,35.1929633,128.0614361,경남맨션 앞,평거안전센터,Y,Y,2016,1,3,100,진주소방서,055-760-9296,2019-04-30
"공설24호",04,경상남도,진주시,48170,경상남도 진주시 하대로 142,,35.19314076,128.126711,현대아파트 후문 앞,상대안전센터,N,Y,1994,1,3,100,진주소방서,055-760-9296,2019-04-30
1-052,01,경상남도,진주시,48170,경상남도 진주시 촉석로 114-1,,35.192958,128.075141,서부시장 오복국수 앞,중앙안전센터,N,Y,2013,1,3,150,진주소방서,055-760-9296,2019-04-30
2-059,01,경상남도,진주시,48170,경상남도 진주시 서장대로 301,,35.192871,128.0658962,촉석원 앞,평거안전센터,N,Y,1997,1,3,100,진주소방서,055-760-9296,2019-04-30
4-082,02,경상남도,진주시,48170,경상남도 진주시 도동로 250,,35.192573,128.1221019,삼전프라자 맞은편 삼전약국 앞,상대안전센터,N,Y,1981,1,3,100,진주소방서,055-760-9296,2019-04-30
2-009,01,경상남도,진주시,48170,경상남도 진주시 서장대로 253번길 14,,35.1925933,128.0606496,일반주택 앞,평거안전센터,Y,Y,2013,1,3,100,진주소방서,055-760-9296,2019-04-30
2-060,01,경상남도,진주시,48170,경상남도 진주시 서장대로 295,,35.192638,128.0653184,해피팻 앞,평거안전센터,Y,Y,1997,1,3,100,진주소방서,055-760-9296,2019-04-30
1-104,01,경상남도,진주시,48170,경상남도 진주시 창렬로 47,,35.192635,128.0699496,대양빌 앞,중앙안전센터,N,Y,1995,1,3,150,진주소방서,055-760-9296,2019-04-30
1-113,01,경상남도,진주시,48170,경상남도 진주시 촉석로 95-1,,35.1925909,128.073111,봉안빌(봉곡할인마트) 앞,중앙안전센터,Y,Y,1994,1,3,150,진주소방서,055-760-9296,2019-04-30
1-111,01,경상남도,진주시,48170,경상남도 진주시 진양호로 619,,35.1924706,128.092171,땡초김밥전문점 앞(동양장여관 맞은편),중앙안전센터,N,Y,1994,1,3,150,진주소방서,055-760-9296,2019-04-30
